
movement,UTC,lat,lon,alt,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw,gndmtr1,gndmtr2,amtr1,amtr2,amtr3,amtr4,uS1,uS2,uS3,uS4,uS5,uS6,payBay
68,0,0,0,0,-0.03100586,-0.00402832,0.9922485,0.1753049,-0.1028963,-0.8460366,1.5625E-06,1.75625E-05,7.5625E-06,-0.2326075,1.789786,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.06378174,-0.005004883,1.000732,0.1067073,-0.160061,-0.7964939,-1.59375E-05,1.60625E-05,7.1875E-06,-0.2865464,3.646772,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.05786133,-0.005187988,0.9807739,0.15625,-0.2553354,-0.8269817,1.5625E-06,1.75625E-05,6.3125E-06,-0.303074,3.376237,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.0480957,-0.002197266,1.005981,0.152439,-0.2057927,-0.6897866,6.25E-08,1.60625E-05,7.9375E-06,-0.1251453,2.737205,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.0413208,-0.007324219,1.006348,0.1028963,-0.15625,-0.7621951,1.0625E-06,1.75625E-05,1.61875E-05,-0.4169925,2.351191,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.06616211,-0.004333496,1.001343,0.1371951,-0.2362805,-0.8193598,-1.44375E-05,1.60625E-05,6.4375E-06,-0.2479565,3.780196,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.04156494,-0.002746582,1.00415,0.1981707,-0.3963415,-0.7926829,1.5625E-06,1.75625E-05,6.8125E-06,-0.1567167,2.37029,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.06988525,-0.00402832,0.9810181,0.1295732,-0.316311,-0.8498476,1.0625E-06,1.60625E-05,6.6875E-06,-0.2352704,4.074689,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.06292725,-0.001708984,1.000916,0.1791158,-0.160061,-0.8574695,5.625E-07,1.60625E-05,1.60625E-05,-0.09782793,3.597428,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.05249023,-0.00177002,1.004761,0.15625,-0.2705793,-0.8003049,1.5625E-06,1.75625E-05,7.0625E-06,-0.100934,2.990495,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.04541016,-0.005249023,1.006653,0.1753049,-0.15625,-0.7698171,-1.44375E-05,1.60625E-05,7.1875E-06,-0.2987566,2.582829,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.04626465,-0.001953125,1.001892,0.1676829,-0.2705793,-0.7240854,-1.44375E-05,1.65625E-05,1.64375E-05,-0.1116943,2.64388,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.05157471,-0.002868652,1.005371,0.09908537,-0.1257622,-0.7202744,5.625E-07,1.70625E-05,7.6875E-06,-0.1634831,2.93664,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,-0.0413208,-0.004211426,0.9841919,0.15625,-0.07621951,-0.8460366,1.0625E-06,1.75625E-05,7.8125E-06,-0.2451711,2.404101,0,1,1,0,0,0,0,0,0,0,0,0,0,0
