,movement,UTC,lat,lon,alt,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw,gndmtr1,gndmtr2,amtr1,amtr2,amtr3,amtr4,uS1,uS2,uS3,uS4,uS5,uS6,payBay
1,68,0,0,0,0,-0.1987013,-0.07116492,9.900261,0.009251449,-0.6886994,-0.1202409,1.66E-05,1.56E-06,3.82E-05,-0.4118457,1.14976,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,68,0,0,0,0,-0.214961,-0.0666855,9.887196,-0.03144757,-0.7275585,-0.07168368,1.76E-05,1.06E-06,3.82E-05,-0.3864331,1.245463,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,68,0,0,0,0,-0.201055,-0.05855037,9.899152,0.02401844,-0.672913,-0.1004938,1.61E-05,6.25E-08,3.87E-05,-0.3388825,1.163516,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,68,0,0,0,0,-0.2047959,-0.0668006,9.88606,-0.02559565,0.3196647,0.04499402,1.76E-05,1.06E-06,3.74E-05,-0.3871446,1.186721,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,68,0,0,0,0,-0.2037582,-0.06684578,9.890798,0.05170102,0.3602924,0.02399295,1.71E-05,1.06E-06,3.22E-05,-0.3872208,1.180144,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,68,0,0,0,0,-0.2053644,-0.2052929,9.905834,0.003866149,0.3340926,0.01737866,1.76E-05,6.25E-08,3.89E-05,-1.187253,1.187412,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,68,0,0,0,0,-0.1860994,-0.06650577,9.897393,0.03124148,-0.6775824,-0.05582056,1.76E-05,1.56E-06,3.91E-05,-0.3849946,1.077174,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8,68,0,0,0,0,-0.2094232,-0.07163386,9.900208,0.02368368,-0.710899,-0.1127794,1.71E-05,6.25E-08,3.74E-05,-0.4145616,1.211789,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,68,0,0,0,0,-0.1878955,-0.05450508,9.897466,-0.01625554,-0.675182,-0.1201363,1.61E-05,6.25E-08,3.77E-05,-0.3155231,1.087567,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,68,0,0,0,0,-0.1920395,-0.06330863,9.87845,-0.01807938,0.3332856,-0.0075379,1.71E-05,5.63E-07,3.77E-05,-0.3671899,1.113681,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,68,0,0,0,0,-0.1948209,-0.06982256,9.872476,0.04041437,0.3223073,-0.01408747,1.56E-06,1.06E-06,3.98E-05,-0.4052146,1.130485,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12,68,0,0,0,0,-0.2073639,-0.2039892,9.893998,0.005063815,-0.7369084,-0.05695825,1.76E-05,1.56E-06,3.77E-05,-1.181127,1.200406,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,68,0,0,0,0,-0.1861077,-0.05559833,9.879122,-0.01026209,0.3968292,0.06458407,1.66E-05,1.06E-06,3.87E-05,-0.3224493,1.079221,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14,68,0,0,0,0,-0.1815233,-0.07054199,9.866616,0.005561045,-0.6831736,-0.05804834,1.61E-05,1.56E-06,3.81E-05,-0.4096328,1.053966,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15,68,0,0,0,0,-0.198341,-0.06497608,9.870716,0.03110487,-0.6991264,-0.1043446,1.76E-05,1.56E-06,3.92E-05,-0.3771562,1.151115,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,68,0,0,0,0,-0.193371,-0.05566103,9.900983,0.02960574,0.3597259,0.1176661,1.71E-05,1.06E-06,3.79E-05,-0.3221002,1.118854,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17,68,0,0,0,0,-0.1999731,-0.06637423,9.902655,-0.009176203,-0.6983823,-0.09684765,1.76E-05,1.56E-06,3.97E-05,-0.384029,1.156841,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18,68,0,0,0,0,-0.1796749,-0.2031923,9.903604,0.02778207,-0.6644228,-0.1189056,1.76E-05,6.25E-08,3.88E-05,-1.175373,1.039149,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,68,0,0,0,0,-0.323651,-0.05703942,9.89503,0.005185662,-0.7250968,-0.0669901,1.61E-05,1.56E-06,3.76E-05,-0.3302751,1.873357,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,68,0,0,0,0,-0.1975021,-0.05607541,9.881433,0.04908163,-0.7202386,0.00236177,1.76E-05,1.56E-06,3.28E-05,-0.3251401,1.145011,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,68,0,0,0,0,-0.1998869,-0.2070054,9.883954,-0.0106742,0.3573414,0.1018339,1.76E-05,1.06E-06,3.86E-05,-1.199803,1.158302,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,68,0,0,0,0,-0.1892593,-0.05512416,9.902781,0.03307029,0.3309234,0.06410595,1.61E-05,1.06E-06,3.76E-05,-0.3189356,1.094871,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,68,0,0,0,0,-0.185948,-0.06348029,9.89268,0.005729458,-0.6673092,-0.07523455,1.61E-05,5.63E-07,3.62E-05,-0.367656,1.076813,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,68,0,0,0,0,-0.1845791,-0.1976445,9.889415,0.01999224,-0.7022447,-0.02725782,1.76E-05,6.25E-08,3.86E-05,-1.14493,1.069049,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25,68,0,0,0,0,-0.1920206,-0.06283215,9.896207,0.0602922,-0.7057708,-0.06951509,1.66E-05,1.56E-06,3.77E-05,-0.3637726,1.111574,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26,68,0,0,0,0,-0.2036916,-0.07881329,9.888943,4.69E-05,0.3308197,0.1167425,1.76E-05,1.06E-06,3.87E-05,-0.4566286,1.179969,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27,68,0,0,0,0,-0.1950401,-0.05921002,9.8974,-0.1048035,-0.7342148,-0.02391445,1.61E-05,1.06E-06,3.96E-05,-0.3427611,1.128915,0,1,1,0,0,0,0,0,0,0,0,0,0,0
28,68,0,0,0,0,-0.1753831,-0.05872309,9.879152,-0.03233644,0.3872235,0.07683877,1.66E-05,1.56E-06,3.76E-05,-0.3405703,1.017039,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29,68,0,0,0,0,-0.3188754,-0.07074676,9.876616,-0.02728591,-0.6735544,-0.07306649,1.71E-05,6.25E-08,3.82E-05,-0.410406,1.849156,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30,68,0,0,0,0,-0.2015946,-0.05660844,9.879042,0.03305347,0.3274482,0.05220817,1.66E-05,1.06E-06,3.87E-05,-0.3283101,1.169013,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31,68,0,0,0,0,-0.1990301,-0.196304,9.89409,0.00012037,0.3259489,0.02435927,1.76E-05,1.56E-06,3.86E-05,-1.13663,1.152183,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32,68,0,0,0,0,-0.1834231,-0.07366446,9.888481,-0.005725604,-0.7211587,-0.09612888,1.76E-05,6.25E-08,3.88E-05,-0.4268183,1.062638,0,1,1,0,0,0,0,0,0,0,0,0,0,0
33,68,0,0,0,0,-0.1939918,-0.07350371,9.883698,-0.005085589,-0.6646513,-0.1886692,1.61E-05,1.56E-06,3.92E-05,-0.426093,1.124395,0,1,1,0,0,0,0,0,0,0,0,0,0,0
34,68,0,0,0,0,-0.1887837,-0.07432473,9.906796,-0.001859007,-0.6980748,-0.08981226,1.66E-05,1.06E-06,3.82E-05,-0.4298477,1.091664,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35,68,0,0,0,0,-0.194545,-0.07887937,9.882476,-0.003726549,0.3158413,0.09611716,1.61E-05,6.25E-08,3.22E-05,-0.4573104,1.127735,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36,68,0,0,0,0,-0.1931105,-0.06998592,9.893194,-0.02923663,0.3387443,0.1662089,1.76E-05,6.25E-08,3.94E-05,-0.4053121,1.118217,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37,68,0,0,0,0,-0.1909576,-0.0711325,9.881953,0.000298622,0.3483015,0.04621032,1.76E-05,1.56E-06,3.79E-05,-0.4124206,1.10701,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,68,0,0,0,0,-0.1820279,-0.06392709,9.8637,0.05624426,-0.7418216,-0.02769557,1.71E-05,1.06E-06,3.82E-05,-0.3713314,1.057212,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39,68,0,0,0,0,-0.2010385,-0.05495281,9.898584,0.03121585,-0.6906743,-0.1300846,1.66E-05,6.25E-08,3.79E-05,-0.318079,1.163489,0,1,1,0,0,0,0,0,0,0,0,0,0,0
40,68,0,0,0,0,-0.2031847,-0.06313682,9.873073,0.04227952,-0.6664647,-0.017195,1.71E-05,6.25E-08,3.96E-05,-0.3663929,1.178938,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41,68,0,0,0,0,-0.1936374,-0.0591822,9.890898,0.009221703,-0.6892769,-0.1011888,1.71E-05,6.25E-08,3.82E-05,-0.3428253,1.121535,0,1,1,0,0,0,0,0,0,0,0,0,0,0
42,68,0,0,0,0,-0.1899395,-0.07058257,9.887288,-0.02778314,-0.7272893,-0.0719764,1.76E-05,1.56E-06,3.81E-05,-0.4090115,1.100516,0,1,1,0,0,0,0,0,0,0,0,0,0,0
43,68,0,0,0,0,-0.2073599,-0.05589884,9.873102,-0.06085079,-0.7565897,-0.1950074,1.61E-05,1.56E-06,3.79E-05,-0.3243898,1.203159,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44,68,0,0,0,0,-0.1899411,-0.06831308,9.905647,-0.04193003,-0.6806576,-0.1261746,1.71E-05,1.06E-06,3.82E-05,-0.3951271,1.098488,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45,68,0,0,0,0,-0.1904359,-0.2029436,9.886393,0.02215308,0.3347459,0.03877762,1.71E-05,1.06E-06,3.81E-05,-1.175978,1.103287,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46,68,0,0,0,0,-0.2063164,-0.08901652,9.896554,-0.003562026,0.325333,0.0360833,1.61E-05,1.56E-06,3.92E-05,-0.5153444,1.194241,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47,68,0,0,0,0,-0.1824016,-0.2059747,9.877534,-0.01456356,0.3306668,0.08742997,1.61E-05,1.06E-06,3.81E-05,-1.194607,1.057691,0,1,1,0,0,0,0,0,0,0,0,0,0,0
48,68,0,0,0,0,-0.2021555,-0.2052829,9.898748,0.007355305,0.3215106,0.06141162,1.66E-05,6.25E-08,3.94E-05,-1.188045,1.169699,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49,68,0,0,0,0,-0.2027268,-0.05850564,9.895594,0.07695356,0.3197921,0.02824385,1.61E-05,1.56E-06,3.87E-05,-0.3387454,1.17361,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50,68,0,0,0,0,-0.1899422,-0.06698886,9.887312,-0.03833195,-0.6785305,-0.06122355,1.61E-05,1.06E-06,3.86E-05,-0.3881864,1.100532,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51,68,0,0,0,0,-0.1928554,-0.07712339,9.885454,0.01304379,-0.6765029,-0.1343758,1.71E-05,6.25E-08,3.83E-05,-0.4469956,1.117608,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52,68,0,0,0,0,-0.1964898,-0.07349788,9.887237,0.08810361,0.3362333,0.0178003,1.61E-05,6.25E-08,3.74E-05,-0.4259067,1.138462,0,1,1,0,0,0,0,0,0,0,0,0,0,0
53,68,0,0,0,0,-0.1978313,-0.2063743,9.875683,0.05336549,-0.6733097,-0.1452167,1.71E-05,1.56E-06,3.86E-05,-1.197148,1.147355,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54,68,0,0,0,0,-0.186844,-0.07299143,9.883736,-0.03830918,-0.6749399,-0.05313616,1.66E-05,1.56E-06,3.78E-05,-0.4231219,1.082972,0,1,1,0,0,0,0,0,0,0,0,0,0,0
55,68,0,0,0,0,-0.1889068,-0.06403928,9.892071,0.04227459,-0.6697088,-0.03671363,1.71E-05,1.56E-06,3.82E-05,-0.3709162,1.094009,0,1,1,0,0,0,0,0,0,0,0,0,0,0
56,68,0,0,0,0,-0.2088052,-0.2038984,9.883341,-0.005436373,-0.690354,-0.1000179,1.71E-05,1.56E-06,3.83E-05,-1.181874,1.21005,0,1,1,0,0,0,0,0,0,0,0,0,0,0
57,68,0,0,0,0,-0.1790057,-0.07079664,9.899174,0.009460478,-0.6688977,-0.140771,1.71E-05,1.56E-06,3.83E-05,-0.4097594,1.035934,0,1,1,0,0,0,0,0,0,0,0,0,0,0
58,68,0,0,0,0,-0.196742,-0.07042674,9.876605,-0.01053736,0.3599984,0.01419416,1.61E-05,1.56E-06,3.93E-05,-0.4085499,1.141152,0,1,1,0,0,0,0,0,0,0,0,0,0,0
59,68,0,0,0,0,-0.2025418,-0.07464276,9.89016,0.03497044,-0.6729138,-0.07469895,1.71E-05,5.63E-07,3.74E-05,-0.432413,1.17317,0,1,1,0,0,0,0,0,0,0,0,0,0,0
60,68,0,0,0,0,-0.1885965,-0.06769785,9.900924,-0.06772625,-0.6979449,-0.122181,1.66E-05,6.25E-08,3.91E-05,-0.3917554,1.091234,0,1,1,0,0,0,0,0,0,0,0,0,0,0
61,68,0,0,0,0,-0.1935089,-0.07700137,9.868883,-0.03979608,0.3652566,0.02508974,1.61E-05,1.06E-06,3.86E-05,-0.4470378,1.123277,0,1,1,0,0,0,0,0,0,0,0,0,0,0
62,68,0,0,0,0,-0.2068017,-0.05676534,9.910972,-0.04402925,0.3098662,0.07219769,1.71E-05,6.25E-08,3.79E-05,-0.3281595,1.195337,0,1,1,0,0,0,0,0,0,0,0,0,0,0
63,68,0,0,0,0,-0.1914903,-0.2060234,9.900569,0.008212929,0.4263232,0.1468713,1.61E-05,1.06E-06,3.84E-05,-1.19211,1.1078,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64,68,0,0,0,0,-0.1902092,-0.06956477,9.913922,-0.06052712,-0.7030764,-0.06226608,1.66E-05,1.06E-06,3.89E-05,-0.4020309,1.099119,0,1,1,0,0,0,0,0,0,0,0,0,0,0
65,68,0,0,0,0,-0.2022855,-0.05781833,9.881989,0.02402931,-0.6695535,-0.08478551,1.61E-05,1.56E-06,3.86E-05,-0.3352269,1.172667,0,1,1,0,0,0,0,0,0,0,0,0,0,0
66,68,0,0,0,0,-0.1959804,-0.06094248,9.889691,0.07701878,0.3399498,0.1224929,1.71E-05,1.56E-06,3.78E-05,-0.3530649,1.135239,0,1,1,0,0,0,0,0,0,0,0,0,0,0
67,68,0,0,0,0,-0.1749719,-0.06895091,9.885002,0.03367152,0.3961233,0.06441525,1.61E-05,1.56E-06,3.73E-05,-0.3996491,1.014047,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,68,0,0,0,0,-0.1966482,-0.06741277,9.873667,-0.05660595,-0.6820813,-0.1135723,1.71E-05,1.06E-06,3.79E-05,-0.3911827,1.14095,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69,68,0,0,0,0,-0.2023628,-0.05723475,9.88436,-0.02036194,-0.7155166,-0.06354156,1.71E-05,6.25E-08,3.86E-05,-0.3317638,1.172834,0,1,1,0,0,0,0,0,0,0,0,0,0,0
70,68,0,0,0,0,-0.1979529,-0.198012,9.87929,0.03495362,-0.676389,-0.08659667,1.71E-05,1.56E-06,3.81E-05,-1.148234,1.147661,0,1,1,0,0,0,0,0,0,0,0,0,0,0
71,68,0,0,0,0,-0.1917095,-0.1957571,9.888803,0.009366318,-0.6738746,-0.1031332,1.71E-05,1.06E-06,3.89E-05,-1.13407,1.110409,0,1,1,0,0,0,0,0,0,0,0,0,0,0
72,68,0,0,0,0,-0.2015017,-0.2058775,9.896973,0.01846576,0.330886,0.03098297,1.71E-05,1.06E-06,3.79E-05,-1.191699,1.166125,0,1,1,0,0,0,0,0,0,0,0,0,0,0
73,68,0,0,0,0,-0.3245681,-0.06415861,9.886693,-0.05131773,0.3132648,0.06943923,1.66E-05,6.25E-08,3.84E-05,-0.3718095,1.880236,0,1,1,0,0,0,0,0,0,0,0,0,0,0
74,68,0,0,0,0,-0.1902595,-0.07950583,9.878942,0.005369864,-0.7026287,-0.04894951,1.76E-05,1.06E-06,3.78E-05,-0.4611071,1.103293,0,1,1,0,0,0,0,0,0,0,0,0,0,0
75,68,0,0,0,0,-0.1962767,-0.07585142,9.880713,0.005269755,-0.7077211,-0.007501316,1.61E-05,6.25E-08,3.86E-05,-0.4398347,1.137976,0,1,1,0,0,0,0,0,0,0,0,0,0,0
76,68,0,0,0,0,-0.1951059,-0.07407285,9.881322,0.01859047,0.3521988,0.08712783,1.66E-05,6.25E-08,3.81E-05,-0.4294954,1.131122,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77,68,0,0,0,0,-0.1988058,-0.06015036,9.866605,-0.04606514,-0.7246984,-0.07385673,1.66E-05,1.56E-06,3.81E-05,-0.3492913,1.154296,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,68,0,0,0,0,-0.1914459,-0.06044742,9.896817,-0.001893673,-0.7018964,-0.09027874,1.66E-05,5.63E-07,3.82E-05,-0.3499447,1.108181,0,1,1,0,0,0,0,0,0,0,0,0,0,0
79,68,0,0,0,0,-0.189754,-0.0616862,9.899776,0.03339133,0.3560485,-0.005493336,1.71E-05,1.56E-06,3.89E-05,-0.3570094,1.098061,0,1,1,0,0,0,0,0,0,0,0,0,0,0
80,68,0,0,0,0,-0.1934692,-0.2065127,9.88813,-0.02024215,-0.6974478,-0.02691532,1.76E-05,6.25E-08,3.74E-05,-1.196443,1.120651,0,1,1,0,0,0,0,0,0,0,0,0,0,0
81,68,0,0,0,0,-0.1852491,-0.07305152,9.88966,0.009336571,-0.6744522,-0.08408109,1.61E-05,1.56E-06,3.84E-05,-0.4232166,1.073086,0,1,1,0,0,0,0,0,0,0,0,0,0,0
82,68,0,0,0,0,-0.1877656,-0.0741211,9.875439,-0.006314935,-0.7861276,-0.1040591,1.61E-05,1.56E-06,3.83E-05,-0.4300312,1.089225,0,1,1,0,0,0,0,0,0,0,0,0,0,0
83,68,0,0,0,0,-0.3212841,-0.06173744,9.877257,0.0126048,-0.707067,-0.01189717,1.61E-05,6.25E-08,3.88E-05,-0.3581205,1.863005,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84,68,0,0,0,0,-0.1861093,-0.2071561,9.881651,-0.03984962,0.3642169,0.05938357,1.76E-05,6.25E-08,3.78E-05,-1.200957,1.078734,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85,68,0,0,0,0,-0.1863368,-0.08320004,9.886628,0.03849827,-0.6941885,-0.1235156,1.76E-05,1.06E-06,3.82E-05,-0.4821562,1.079708,0,1,1,0,0,0,0,0,0,0,0,0,0,0
86,68,0,0,0,0,-0.1881335,-0.07012776,9.905052,-0.001654898,-0.6815172,-0.1298611,1.76E-05,1.56E-06,3.87E-05,-0.4056473,1.0881,0,1,1,0,0,0,0,0,0,0,0,0,0,0
87,68,0,0,0,0,-0.1820207,-0.07351032,9.863635,0.02680935,-0.7651732,-0.08530907,1.66E-05,1.56E-06,3.74E-05,-0.4269981,1.057171,0,1,1,0,0,0,0,0,0,0,0,0,0,0
88,68,0,0,0,0,-0.1924965,-0.0687914,9.892613,0.1069066,0.3878394,0.003348849,1.61E-05,1.56E-06,3.74E-05,-0.3984178,1.114729,0,1,1,0,0,0,0,0,0,0,0,0,0,0
89,68,0,0,0,0,-0.1954691,-0.07654165,9.892548,0.0372093,0.3813368,0.05463574,1.76E-05,6.25E-08,3.78E-05,-0.4433061,1.131939,0,1,1,0,0,0,0,0,0,0,0,0,0,0
90,68,0,0,0,0,-0.2114386,-0.2027216,9.891029,0.09531863,0.3377055,0.112942,1.71E-05,5.63E-07,3.87E-05,-1.174141,1.224357,0,1,1,0,0,0,0,0,0,0,0,0,0,0
91,68,0,0,0,0,-0.184217,-0.06578296,9.876103,0.02595938,0.3409163,-0.02963629,1.66E-05,1.56E-06,3.81E-05,-0.3816313,1.068579,0,1,1,0,0,0,0,0,0,0,0,0,0,0
92,68,0,0,0,0,-0.1956176,-0.08363348,9.878888,-0.02891456,0.3607409,0.07328066,1.76E-05,6.25E-08,3.71E-05,-0.4850476,1.134358,0,1,1,0,0,0,0,0,0,0,0,0,0,0
93,68,0,0,0,0,-0.1765122,-0.06481296,9.895675,0.1136453,0.3265376,0.01816221,1.66E-05,6.25E-08,3.76E-05,-0.3752605,1.021872,0,1,1,0,0,0,0,0,0,0,0,0,0,0
94,68,0,0,0,0,-0.2169632,-0.06178816,9.875383,-0.02810006,-0.7649286,-0.09569337,1.66E-05,6.25E-08,3.78E-05,-0.3584827,1.258567,0,1,1,0,0,0,0,0,0,0,0,0,0,0
95,68,0,0,0,0,-0.1793284,-0.07612619,9.890851,0.02229975,0.3438911,-0.009824933,1.76E-05,5.63E-07,3.93E-05,-0.4409755,1.03867,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96,68,0,0,0,0,-0.2033203,-0.06149318,9.895571,-0.04946414,-0.6946251,-0.0622113,1.71E-05,6.25E-08,3.77E-05,-0.3560436,1.177045,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97,68,0,0,0,0,-0.1927775,-0.2065008,9.885174,-0.04954332,-0.7087567,-0.1021815,1.71E-05,1.56E-06,3.78E-05,-1.196732,1.116979,0,1,1,0,0,0,0,0,0,0,0,0,0,0
98,68,0,0,0,0,-0.1872736,-0.06396536,9.878469,0.05706253,-0.6629617,-0.09838488,1.56E-06,1.56E-06,3.73E-05,-0.3709982,1.086046,0,1,1,0,0,0,0,0,0,0,0,0,0,0
99,68,0,0,0,0,-0.1854401,-0.07441417,9.913913,0.008920573,-0.7203127,-0.08967888,1.61E-05,1.06E-06,3.91E-05,-0.430056,1.071564,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100,68,0,0,0,0,-0.1854092,-0.06457061,9.876106,-0.07288467,0.3449953,-0.01652275,1.76E-05,6.25E-08,3.76E-05,-0.3745981,1.075494,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101,68,0,0,0,0,-0.1749422,-0.05743682,9.865552,0.009163238,-0.6935608,-0.0864135,1.61E-05,6.25E-08,3.82E-05,-0.3335699,1.015881,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102,68,0,0,0,0,-0.1956767,-0.0560894,9.880257,-0.02001631,-0.674171,-0.03554772,1.56E-06,5.63E-07,3.84E-05,-0.3252599,1.134566,0,1,1,0,0,0,0,0,0,0,0,0,0,0
103,68,0,0,0,0,-0.1904613,-0.06649364,9.903291,0.06056747,-0.6689401,-0.01912512,1.66E-05,-1.44E-05,3.71E-05,-0.3846951,1.101759,0,1,1,0,0,0,0,0,0,0,0,0,0,0
104,68,0,0,0,0,-0.201089,-0.06454756,9.900294,-0.02799606,-0.7534635,-0.09429392,1.71E-05,5.63E-07,3.92E-05,-0.3735496,1.163573,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105,68,0,0,0,0,-0.1832932,-0.06764805,9.88438,0.009335541,-0.6713237,-0.06075207,1.66E-05,1.56E-06,3.77E-05,-0.3921224,1.06233,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106,68,0,0,0,0,-0.2036952,-0.07402167,9.888975,0.0381635,-0.7321745,-0.1358014,1.71E-05,1.06E-06,3.87E-05,-0.4288665,1.179991,0,1,1,0,0,0,0,0,0,0,0,0,0,0
107,68,0,0,0,0,-0.2036107,-0.05855605,9.904466,-0.03188039,-0.776894,-0.08917926,6.25E-08,1.56E-06,3.88E-05,-0.3387336,1.177669,0,1,1,0,0,0,0,0,0,0,0,0,0,0
108,68,0,0,0,0,-0.2074771,-0.2068807,9.879185,-0.06037347,-0.6969442,-0.1380081,1.76E-05,6.25E-08,3.84E-05,-1.19966,1.202853,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109,68,0,0,0,0,-0.1946655,-0.07184133,9.904418,0.03324774,0.3375176,-0.02687778,1.61E-05,6.25E-08,3.78E-05,-0.4155855,1.12594,0,1,1,0,0,0,0,0,0,0,0,0,0,0
110,68,0,0,0,0,-0.1952851,-0.06572211,9.886703,-0.03474372,-0.6828915,-0.03530977,1.61E-05,6.25E-08,3.78E-05,-0.3808695,1.131551,0,1,1,0,0,0,0,0,0,0,0,0,0,0
111,68,0,0,0,0,-0.1856199,-0.06533815,9.900954,0.06049631,-0.6892132,-0.1095638,1.71E-05,1.06E-06,3.84E-05,-0.3780995,1.074013,0,1,1,0,0,0,0,0,0,0,0,0,0,0
112,68,0,0,0,0,-0.1871005,-0.0640571,9.891487,0.01861816,0.3590336,0.1147338,1.66E-05,6.25E-08,3.89E-05,-0.3710413,1.083615,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113,68,0,0,0,0,-0.183131,-0.07899739,9.87957,-0.07121357,-0.672733,-0.07670812,1.61E-05,5.63E-07,3.82E-05,-0.4581293,1.061898,0,1,1,0,0,0,0,0,0,0,0,0,0,0
114,68,0,0,0,0,-0.2035637,-0.06992844,9.903205,0.02958503,0.3498781,0.06292064,1.61E-05,1.06E-06,3.84E-05,-0.4045698,1.177539,0,1,1,0,0,0,0,0,0,0,0,0,0,0
115,68,0,0,0,0,-0.1975342,-0.06446842,9.882559,-0.01822216,0.330513,0.08391231,1.66E-05,1.56E-06,3.82E-05,-0.3737611,1.145061,0,1,1,0,0,0,0,0,0,0,0,0,0,0
116,68,0,0,0,0,-0.2060903,-0.05734847,9.90742,0.01662219,-0.6873521,-0.1474994,1.66E-05,1.06E-06,3.94E-05,-0.3316492,1.191653,0,1,1,0,0,0,0,0,0,0,0,0,0,0
117,68,0,0,0,0,-0.198044,-0.2046197,9.882203,0.05148193,0.3528895,0.1416497,1.66E-05,1.06E-06,3.82E-05,-1.18619,1.147835,0,1,1,0,0,0,0,0,0,0,0,0,0,0
118,68,0,0,0,0,-0.2096257,-0.08352883,9.88829,0.02733736,-0.7139893,-0.1287803,1.71E-05,6.25E-08,3.89E-05,-0.4839801,1.21441,0,1,1,0,0,0,0,0,0,0,0,0,0,0
119,68,0,0,0,0,-0.1979938,-0.1945523,9.898841,0.01462685,0.3146368,0.05227236,1.71E-05,1.56E-06,3.79E-05,-1.125949,1.14564,0,1,1,0,0,0,0,0,0,0,0,0,0,0
120,68,0,0,0,0,-0.191445,-0.06164532,9.896809,-0.01471905,0.3119049,0.07366632,1.61E-05,6.25E-08,3.86E-05,-0.3568798,1.108176,0,1,1,0,0,0,0,0,0,0,0,0,0,0
121,68,0,0,0,0,-0.1888143,-0.05922846,9.889145,0.02923733,0.3147897,0.08158483,1.61E-05,6.25E-08,3.93E-05,-0.343154,1.093801,0,1,1,0,0,0,0,0,0,0,0,0,0,0
122,68,0,0,0,0,-0.2076234,-0.06314004,9.881336,-0.07337721,0.3133915,0.1402497,1.61E-05,5.63E-07,3.88E-05,-0.3661052,1.203678,0,1,1,0,0,0,0,0,0,0,0,0,0,0
123,68,0,0,0,0,-0.198642,-0.07342288,9.880126,0.06790458,-0.6745431,-0.07017913,1.61E-05,6.25E-08,3.77E-05,-0.4257783,1.151757,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124,68,0,0,0,0,-0.195297,-0.203504,9.889325,0.0330902,0.3250128,0.006016615,1.61E-05,6.25E-08,3.74E-05,-1.178875,1.131105,0,1,1,0,0,0,0,0,0,0,0,0,0,0
